"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","Yds/A","Yds/C","Pa0-9","Pa10-19","Pa20-29","Pa30-39","Pa40-49","Pa50+","LgPa","Ru0-9","Ru10-19","Ru20-29","Ru30-39","Ru40-49","Ru50+","LgRu","Rc0-9","Rc10-19","Rc20-29","Rc30-39","Rc40-49","Rc50+","LgRc","F","TO"
"*04mnz*","Josh Allen","BUF","QB","2","Shelton","26","NE 23<br/>@BUF 35 F","17,851,461","5th","240.6","7","97%","9","8.0","12.4","111","70","20","5","5","4","98","0","0","0","0","0","0","36","0","0","0","0","0","0","0","8","13"
"*04ca6*","Patrick Mahomes","KC","QB","1","ROTK_Ben","27","KC 31<br/>@LV 13 F","27,532,174","5th","234.5","8","97%","9","8.0","12.0","129","73","24","9","6","2","57","0","0","0","0","0","0","20","0","0","0","0","0","0","0","3","7"
"*040id*","Tyreek Hill","MIA","WR","9","Yoshi","29","NYJ 6<br/>@MIA 11 F","15,417,375","5th","221.9","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","64","1","0"
"*02ztg*","Travis Kelce","KC","TE","5","DN","33","KC 31<br/>@LV 13 F","9,770,750","5th","219","8","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","46","0","0"
"*05gv4*","Jalen Hurts","PHI","QB","3","Nick","24","NYG 16<br/>@PHI 22 F","562,500","2nd","215.4","7","100%","9","8.4","12.3","75","65","17","7","4","3","54","0","0","0","0","0","0","26","0","0","0","0","0","0","0","5","4"
"*04cl4*","Austin Ekeler","LAC","RB","4","Nick","27","LAC 28<br/>@DEN 31 F","22,900,000","2nd","213.1","8","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","23","3","1"
"*03ol4*","Stefon Diggs","BUF","WR","12","Nick","29","NE 23<br/>@BUF 35 F","14,230,109","5th","212.5","7","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","1","0"
"*05gu5*","Justin Jefferson","MIN","WR","6","Pong","23","MIN 29<br/>@CHI 13 F","1,250,000","3rd","208.3","7","100%","9","23.0","23.0","0","0","1","0","0","0","23","0","0","0","0","0","0","10","0","0","0","0","0","0","64","0","0"
"*04ccp*","Cooper Kupp","LAR","WR","65","Pong","29","LAR 16<br/>@SEA 19 F","13,578,281","5th","202.4","7","100%","9","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","75","2","1"
"*05gtu*","Joe Burrow","CIN","QB","8","Shelton","26","Bye","5,000,000","3rd","198.1","10","100%","9","7.6","10.9","133","68","16","4","4","4","60","0","0","0","0","0","0","23","0","0","0","0","0","0","0","4","8"
"*05rlx*","Justin Fields","CHI","QB","18","Pong","24","MIN 29<br/>@CHI 13 F","3,100,000","2nd","197.9","14","100%","10","7.2","12.2","58","39","13","4","1","3","56","0","0","0","0","0","0","67","0","0","0","0","0","0","0","12","8"
"*04mog*","Lamar Jackson","BAL","QB","41","DN","26","Bye","19,030,598","5th","192.5","10","97%","9","6.9","11.1","83","57","13","3","0","2","75","0","0","0","0","0","0","79","0","0","0","0","0","0","0","4","7"
"*048xf*","Christian McCaffrey","CAR/SF","RB","7","RBM","26","ARI 13<br/>@SF 38 F","8,537,104","5th","183.8","9","97%","9","34.0","34.0","0","0","0","1","0","0","34","0","0","0","0","0","0","49","0","0","0","0","0","0","49","1","0"
"*03ce8*","Davante Adams","LV","WR","10","Aaron","30","KC 31<br/>@LV 13 F","15,117,632","5th","183.3","6","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","58","1","0"
"*02zss*","Geno Smith","SEA","QB","14","RBM","32","LAR 16<br/>@SEA 19 F","600,000","1st","181.8","11","97%","10","7.8","10.8","120","78","16","7","1","3","54","0","0","0","0","0","0","24","0","0","0","0","0","0","0","4","6"
"*04mnp*","Saquon Barkley","NYG","RB","21","QBRT","26","NYG 16<br/>@PHI 22 F","7,584,267","5th","179.8","9","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0","0","0","0","0","0","41","1","0"
"*048vk*","Nick Chubb","CLE","RB","23","Bryce","27","CLE 14<br/>@PIT 28 F","5,831,148","5th","179.2","9","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","15","1","1"
"*03wra*","Derrick Henry","TEN","RB","13","SNLR","29","TEN 16<br/>@JAX 20 F","5,588,608","5th","178.7","6","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","24","1","0"
"*05rlk*","Jaylen Waddle","MIA","WR","27","DN","24","NYJ 6<br/>@MIA 11 F","1,000,000","2nd","175.5","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","59","1","1"
"*04ynf*","Josh Jacobs","LV","RB","11","SNLR","25","KC 31<br/>@LV 13 F","5,990,400","5th","175.1","6","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","16","1","0"
"*04cc5*","Joe Mixon","CIN","RB","37","RBM","26","Bye","5,742,600","5th","172.7","10","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","35","0","0"
"*04yna*","Kyler Murray","ARI","QB","76","DN","25","ARI 13<br/>@SF 38 F","25,132,460","2050","169.9","13","94%","9","6.0","9.0","142","66","19","5","0","0","38","0","0","0","0","0","0","42","0","0","0","0","0","0","0","9","8"
"*04mou*","Christian Kirk","JAX","WR","34","SNLR","26","TEN 16<br/>@JAX 20 F","10,421,471","5th","164.6","11","100%","10","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","49","1","1"
"*05rlt*","Trevor Lawrence","JAX","QB","17","DN","23","TEN 16<br/>@JAX 20 F","5,000,000","2020","160.8","11","100%","10","6.7","10.3","120","68","23","4","2","0","49","0","0","0","0","0","0","24","0","0","0","0","0","0","0","6","11"
"*05gvp*","Tua Tagovailoa","MIA","QB","42","Mullen","25","NYJ 6<br/>@MIA 11 F","3,750,000","3rd","160.5","11","100%","8","9.1","12.9","77","63","21","5","4","2","60","0","0","0","0","0","0","18","0","0","0","0","0","0","0","2","3"
"*04cfu*","Aaron Jones","GB","RB","30","Pong","28","DET 20<br/>@GB 16 F","6,258,550","5th","159.6","14","97%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","22","2","1"
"*05gu3*","CeeDee Lamb","DAL","WR","16","RBM","24","DAL 6<br/>@WAS 26 F","2,187,500","3rd","154.8","9","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","35","0","0"
"*03zaf*","Leonard Fournette","TB","RB","49","Yoshi","28","TB 17<br/>@ATL 30 F","5,600,650","5th","154.7","11","97%","10","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","25","0","1"
"*04ynd*","A.J. Brown","PHI","WR","15","Aaron","25","NYG 16<br/>@PHI 22 F","1,125,000","2nd","152.5","7","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0"
"*002ct*","Tom Brady","TB","QB","25","Yoshi","45","TB 17<br/>@ATL 30 F","22,320,938","5th","152.2","","100%","10","6.6","9.9","163","83","22","3","4","1","51","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","4"
"*048vl*","Dalvin Cook","MIN","RB","36","Aaron","27","MIN 29<br/>@CHI 13 F","6,304,674","5th","150.3","7","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","0","23","1","1"
"*05ror*","Rhamondre Stevenson","NE","RB","31","LCS","25","Bye","562,000","2020","149.5","10","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","22","0","0"
"*05j8y*","Antonio Gibson","WAS","RB","59","Yoshi","24","DAL 6<br/>@WAS 26 F","625,000","3rd","149.3","14","97%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","26","0","0"
"*03kiy*","Marcus Mariota","ATL","QB","79","Aaron","29","TB 17<br/>@ATL 30 F","700,000","3rd","148.7","7","50%","10","7.6","12.2","65","47","18","5","2","1","75","0","0","0","0","0","0","30","0","0","0","0","0","0","0","8","10"
"*02jak*","Kirk Cousins","MIN","QB","19","Aaron","34","MIN 29<br/>@CHI 13 F","21,786,094","5th","147","7","97%","9","6.7","10.4","119","76","15","5","4","1","64","0","0","0","0","0","0","17","0","0","0","0","0","0","0","4","9"
"*03oiv*","Tyler Lockett","SEA","WR","38","Bryce","30","LAR 16<br/>@SEA 19 F","12,974,674","5th","146.7","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","2","2"
"*05gtw*","Justin Herbert","LAC","QB","24","Roberto","25","LAC 28<br/>@DEN 31 F","875,000","3rd","144.5","8","100%","9","6.3","9.6","145","68","21","6","2","2","54","0","0","0","0","0","0","14","0","0","0","0","0","0","0","3","8"
"*001w1*","Aaron Rodgers","GB","QB","40","QBRT","39","DET 20<br/>@GB 16 F","23,804,063","5th","143.4","14","94%","10","6.9","10.6","136","41","23","7","2","2","58","0","0","0","0","0","0","18","0","0","0","0","0","0","0","7","11"
"*05rlf*","Ja'Marr Chase","CIN","WR","35","DN","23","Bye","3,700,000","2nd","142.7","10","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","60","1","1"
"*04mot*","Mark Andrews","BAL","TE","47","DN","27","Bye","8,585,000","4th","142.5","10","97%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","25","0","0"
"*04ynb*","Daniel Jones","NYG","QB","22","RBM","25","NYG 16<br/>@PHI 22 F","20,119,000","4th","141.7","9","97%","9","6.7","10.2","81","58","7","2","1","2","65","0","0","0","0","0","0","24","0","0","0","0","0","0","0","3","4"
"*03wr8*","Jared Goff","DET","QB","20","Mullen","28","DET 20<br/>@GB 16 F","22,714,688","5th","140.8","6","97%","9","7.6","11.9","102","51","27","4","3","2","81","0","0","0","0","0","0","10","0","0","0","0","0","0","5","5","10"
"*05rls*","Travis Etienne","JAX","RB","62","Nick","24","TEN 16<br/>@JAX 20 F","4,300,000","2nd","139.7","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","24","3","1"
"*02zsq*","Zach Ertz","ARI","TE","184","Yoshi","32","ARI 13<br/>@SF 38 F","500,000","2nd","139.1","13","86%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0"
"*04mpp*","Dallas Goedert","PHI","TE","110","Roberto","28","NYG 16<br/>@PHI 22 F","5,757,235","5th","135.9","7","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","1"
"*04ccr*","Alvin Kamara","NO","RB","58","Shelton","27","CAR 10<br/>@NO 7 F","7,637,533","5th","135.7","14","97%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","54","2","2"
"*060rr*","Dameon Pierce","HOU","RB","113","RBM","23","HOU 32<br/>@IND 31 F","2,500,000","1st","134.8","6","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","16","3","1"
"*05jbe*","Devin Duvernay","BAL","WR","101","Yoshi","25","Bye","562,500","2020","134.4","10","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","31","0","0"
"*03ccu*","Mike Evans","TB","WR","48","Roberto","29","TB 17<br/>@ATL 30 F","14,935,435","5th","134.1","11","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0"
"*04yne*","T.J. Hockenson","DET/MIN","TE","28","SNLR","25","MIN 29<br/>@CHI 13 F","6,502,895","2050","134","7","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","0"
"*03oqz*","Raheem Mostert","MIA","RB","54","Aaron","31","NYJ 6<br/>@MIA 11 F","6,100,000","2022","132.8","11","94%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","18","0","0"
"*04yp1*","Terry McLaurin","WAS","WR","43","RBM","27","DAL 6<br/>@WAS 26 F","14,817,000","4th","132.8","14","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","49","1","0"
"*03cds*","Derek Carr","LV","QB","60","Mullen","32","KC 31<br/>@LV 13 F","18,599,185","5th","130.7","14","97%","9","6.8","11.0","100","61","16","3","4","2","60","0","0","0","0","0","0","20","0","0","0","0","0","0","0","3","5"
"*04cek*","Jamaal Williams","DET","RB","46","RBM","28","DET 20<br/>@GB 16 F","4,501,452","5th","130.1","14","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","17","2","1"
"*060lt*","Kenneth Walker III","SEA","RB","64","Roberto","22","LAR 16<br/>@SEA 19 F","4,600,000","2022","129.1","11","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","0","0","0","0","23","0","0"
"*03oh4*","Amari Cooper","CLE","WR","33","Bryce","28","CLE 14<br/>@PIT 28 F","13,292,727","5th","128.5","9","100%","9","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","1"
"*040g5*","Jacoby Brissett","CLE","QB","115","Mullen","30","CLE 14<br/>@PIT 28 F","500,000","1st","128.2","14","31%","9","7.2","11.2","96","62","14","8","1","2","55","0","0","0","0","0","0","21","0","0","0","0","0","0","0","5","8"
"*04ynh*","DK Metcalf","SEA","WR","44","LCS","25","LAR 16<br/>@SEA 19 F","15,388,826","2050","128.1","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","2","2"
"*04zfm*","Tony Pollard","DAL","RB","32","LCS","25","DAL 6<br/>@WAS 26 F","4,670,922","2050","126.5","9","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","46","0","0"
"*05gux*","Michael Pittman","IND","WR","56","ROTK_Ben","25","HOU 32<br/>@IND 31 F","625,000","2020","126.3","14","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","2","1"
"*05roj*","Amon-Ra St. Brown","DET","WR","26","Bryce","23","DET 20<br/>@GB 16 F","625,000","2020","125.8","6","100%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","49","0","0"
"*04cc0*","Curtis Samuel","WAS","WR","96","LCS","26","DAL 6<br/>@WAS 26 F","500,000","2nd","125.7","14","92%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","49","1","1"
"*060kf*","Chris Olave","NO","WR","68","Mullen","22","CAR 10<br/>@NO 7 F","3,100,000","2022","124.8","14","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","1","1"
"*05guf*","Brandon Aiyuk","SF","WR","45","Nick","25","ARI 13<br/>@SF 38 F","625,000","3rd","124.4","9","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","34","1","1"
"*03ceh*","Jimmy Garoppolo","SF","QB","123","Roberto","31","ARI 13<br/>@SF 38 F","500,000","1st","123.6","6","86%","8","8.1","12.1","72","61","15","7","0","2","57","0","0","0","0","0","0","6","0","0","0","0","0","0","0","3","6"
"*04zfs*","Miles Sanders","PHI","RB","55","RBM","25","NYG 16<br/>@PHI 22 F","6,128,139","4th","122.2","13","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","16","0","0"
"*05rrg*","Khalil Herbert","CHI","RB","203","Pong","24","MIN 29<br/>@CHI 13 F","500,000","2nd","121.2","14","92%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","25","0","0"
"*03p0i*","DeAndre Carter","LAC","WR","71","SNLR","30","LAC 28<br/>@DEN 31 F","500,000","9th","119.5","6","22%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","1","1"
"*048vn*","JuJu Smith-Schuster","KC","WR","81","Mullen","26","Bye","13,572,717","5th","118.5","10","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","2","1"
"*00595*","Matt Ryan","IND","QB","136","Nick","37","HOU 32<br/>@IND 31 F","24,998,478","5th","117.9","","31%","8","6.9","10.0","122","69","17","7","1","0","44","0","0","0","0","0","0","39","0","0","0","0","0","0","0","11","12"
"*040f2*","Tyler Boyd","CIN","WR","100","Pong","28","Bye","11,000,000","2nd","116.7","10","97%","9","23.0","23.0","0","0","1","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"*060nv*","Breece Hall","NYJ","RB","258","DN","21","Bye","5,000,000","1st","116.1","10","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","79","1","1"
"*05gui*","Tee Higgins","CIN","WR","52","Shelton","24","Bye","625,000","2nd","115.4","10","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0"
"*04oq4*","Jeffery Wilson","SF/MIA","RB","127","Shelton","27","NYJ 6<br/>@MIA 11 F","600,000","1st","114.4","11","86%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","16","2","2"
"*02j9x*","Russell Wilson","DEN","QB","53","Yoshi","34","LAC 28<br/>@DEN 31 F","23,741,719","5th","113.2","9","94%","8","7.3","12.8","80","40","12","12","2","4","67","0","0","0","0","0","0","18","0","0","0","0","0","0","1","4","5"
"*05rm7*","DeVonta Smith","PHI","WR","29","Pong","24","NYG 16<br/>@PHI 22 F","1,500,000","2nd","112.6","7","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1"
"*04msa*","Allen Lazard","GB","WR","99","Aaron","27","Bye","7,000,000","3rd","110.2","10","97%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","0"
"*04yno*","Marquise Brown","ARI","WR","138","Roberto","25","ARI 13<br/>@SF 38 F","625,000","3rd","109.5","13","100%","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","1","0"
"*04mp8*","D.J. Moore","CAR","WR","69","ROTK_Ben","25","CAR 10<br/>@NO 7 F","11,267,283","5th","108.7","14","97%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","62","0","0"
"*04yo1*","Deebo Samuel","SF","WR","108","Bryce","27","ARI 13<br/>@SF 38 F","1,000,000","2nd","108.6","9","100%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","57","1","1"
"*05jc6*","Gabriel Davis","BUF","WR","103","Aaron","24","NE 23<br/>@BUF 35 F","5,900,625","3rd","108.4","7","100%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","0"
"*060k2*","Garrett Wilson","NYJ","WR","57","DN","22","Bye","2,100,000","1st","106.6","10","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","54","1","0"
"*05rno*","Davis Mills","HOU","QB","95","Aaron","24","HOU 32<br/>@IND 31 F","625,000","2020","104.8","6","83%","9","6.7","10.7","108","36","24","4","3","2","58","0","0","0","0","0","0","8","0","0","0","0","0","0","0","4","10"
"*040gp*","Tyler Higbee","LAR","TE","80","Nick","30","LAR 16<br/>@SEA 19 F","7,150,000","3rd","104.5","7","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0"
"*048vm*","Mike Williams","LAC","WR","97","Yoshi","28","LAC 28<br/>@DEN 31 F","21,214,500","4th","104.5","8","97%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0"
"*05gv1*","Eno Benjamin","ARI/HOU/NO","RB","293","Nick","23","CAR 10<br/>@NO 7 F","500,000","2020","104.3","14","31%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","22","0","0"
"*04yp8*","Devin Singletary","BUF","RB","88","LCS","25","NE 23<br/>@BUF 35 F","5,061,780","2050","104.1","6","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","22","2","2"
"*030cp*","Adam Thielen","MIN","WR","91","Nick","32","MIN 29<br/>@CHI 13 F","14,682,065","5th","103.7","13","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0"
"*04zf3*","Jakobi Meyers","NE","WR","86","Pong","26","NE 23<br/>@BUF 35 F","8,600,000","2nd","103.6","6","97%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","30","1","1"
"*04cdb*","Chris Godwin","TB","WR","51","Bryce","27","TB 17<br/>@ATL 30 F","12,974,674","5th","102","11","100%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","44","0","0"
"*04moc*","Courtland Sutton","DEN","WR","132","ROTK_Ben","27","LAC 28<br/>@DEN 31 F","11,019,688","5th","100.8","9","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","51","0","0"
"*05rn2*","Pat Freiermuth","PIT","TE","92","Mullen","24","CLE 14<br/>@PIT 28 F","562,000","2nd","100.3","9","97%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0"
"*04zdu*","Mecole Hardman","KC","WR","332","SNLR","25","Bye","14,557,125","4th","99.7","10","86%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","36","1","0"
"*04cc7*","Gerald Everett","LAC","TE","112","Aaron","28","LAC 28<br/>@DEN 31 F","1,373,743","11th","99.4","8","86%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0"
"*04mor*","Hayden Hurst","CIN","TE","191","Pong","29","BAL 16<br/>@CIN 27 F","900,000","1st","99.3","13","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0"
"*04msy*","Tyler Conklin","NYJ","TE","128","FA","27","Bye","500,000","9th","99","10","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","27","2","0"
"*05rlw*","Najee Harris","PIT","RB","50","Mullen","25","CLE 14<br/>@PIT 28 F","4,600,000","2nd","98.2","9","100%","9","4.0","4.0","1","0","0","0","0","0","4","0","0","0","0","0","0","36","0","0","0","0","0","0","14","2","1"
"*060jr*","Drake London","ATL","WR","87","ROTK_Ben","21","TB 17<br/>@ATL 30 F","4,300,000","2022","97.7","14","97%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","1"
"*05gu7*","Jonathan Taylor","IND","RB","157","Roberto","24","HOU 32<br/>@IND 31 F","4,687,500","3rd","97.6","14","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","0","12","2","2"
"*05guh*","Clyde Edwards-Helaire","KC","RB","344","DN","24","KC 31<br/>@LV 13 F","4,375,000","3rd","97.4","8","92%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","25","0","0"
"*04caj*","Evan Engram","JAX","TE","61","QBRT","28","TEN 16<br/>@JAX 20 F","7,210,550","5th","97.2","11","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0"
"*04can*","David Njoku","CLE","TE","106","Shelton","26","CLE 14<br/>@PIT 28 F","3,364,444","2050","97.2","9","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","1"
"*04ynp*","Parris Campbell","IND","WR","159","Mullen","25","HOU 32<br/>@IND 31 F","625,000","2019","97.2","9","83%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","38","0","0"
"*04cbu*","Zay Jones","JAX","WR","70","RBM","28","TEN 16<br/>@JAX 20 F","500,000","1st","96.8","11","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","22","0","0"
"*04cz8*","Robert Tonyan","GB","TE","186","RBM","28","DET 20<br/>@GB 16 F","600,000","2nd","96.8","14","78%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0"
"*05jkv*","Juwan Johnson","NO","WR,TE","139","Bryce","26","CAR 10<br/>@NO 7 F","500,000","9th","96.2","14","86%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0"
"*05roe*","Michael Carter","NYJ","RB","215","LCS","23","Bye","875,000","2nd","95.6","10","92%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","37","0","0"
"*04ze8*","Diontae Johnson","PIT","WR","90","Nick","26","CLE 14<br/>@PIT 28 F","13,427,609","2050","94.7","9","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","36","1","0"
"*040dq*","Carson Wentz","WAS","QB","292","SNLR","30","DAL 6<br/>@WAS 26 F","20,280,789","5th","93.9","","25%","6","6.4","10.3","91","32","9","5","3","1","75","0","0","0","0","0","0","18","0","0","0","0","0","0","0","6","7"
"*01cdj*","Matthew Stafford","LAR","QB","291","ROTK_Ben","35","LAR 16<br/>@SEA 19 F","19,852,337","5th","93.5","7","94%","8","6.8","9.9","118","52","14","2","0","3","75","0","0","0","0","0","0","4","0","0","0","0","0","0","0","5","11"
"*05gu0*","Jerry Jeudy","DEN","WR","63","LCS","23","LAC 28<br/>@DEN 31 F","1,562,500","3rd","93","9","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","67","0","0"
"*05guc*","Cole Kmet","CHI","TE","104","Roberto","24","MIN 29<br/>@CHI 13 F","500,000","2nd","92.8","14","92%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","50","0","0"
"*026tl*","Andy Dalton","NO","QB","114","ROTK_Ben","35","CAR 10<br/>@NO 7 F","600,000","3rd","92.4","13","31%","7","7.2","11.1","74","54","4","4","1","3","64","0","0","0","0","0","0","14","0","0","0","0","0","0","0","3","8"
"*02zsi*","Cordarrelle Patterson","ATL","RB,WR","84","Bryce","32","TB 17<br/>@ATL 30 F","500,000","2nd","91.3","14","94%","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","12","0","0"
"*050gh*","Greg Dortch","ARI","WR","146","FA","24","ARI 13<br/>@SF 38 F","500,000","9th","90.9","13","75%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","30","1","1"
